Carrier,Month,Day,Weekday,Departure (hhhh),Air Time (min),Arrival (hhhh),Distance (miles),Total Delay (min),Status
4,5,15,4,938,286,1219,2248,0,0
4,5,15,4,909,313,1222,2475,7,1
4,5,16,5,945,291,1209,2248,0,0
4,5,16,5,913,311,1210,2475,3,1
4,5,17,6,939,301,1217,2248,0,0
4,5,29,4,943,281,1148,2248,0,0
4,5,29,4,903,308,1149,2475,0,0
4,5,3,6,940,301,1209,2248,0,0
4,5,3,6,905,324,1211,2475,0,0
4,5,30,5,939,286,1204,2248,0,0
4,5,30,5,902,315,1159,2475,0,0
4,5,1,4,945,300,1235,2248,10,1
4,5,10,6,944,322,1229,2248,4,1
4,5,10,6,902,347,1215,2475,0,0
4,5,11,7,940,313,1213,2248,0,0
4,5,17,6,907,326,1218,2475,3,1
4,5,18,7,944,314,1232,2248,7,1
4,5,18,7,901,339,1201,2475,0,0
4,5,19,1,944,303,1230,2248,5,1
4,5,19,1,907,335,1227,2475,12,1
4,5,2,5,937,309,1217,2248,0,0
4,5,2,5,902,321,1150,2475,0,0
4,5,20,2,951,303,1225,2248,6,1
4,5,20,2,908,329,1220,2475,5,1
4,5,21,3,940,307,1231,2248,6,1
4,5,21,3,912,324,1220,2475,7,1
4,5,22,4,947,325,1355,2248,92,1
4,5,22,4,915,338,1324,2475,74,1
4,5,6,2,910,345,1223,2475,8,1
4,5,7,3,945,311,1230,2248,5,1
4,5,7,3,901,334,1228,2475,13,1
4,5,23,5,942,317,1219,2248,0,0
4,5,23,5,910,336,1203,2475,0,0
4,5,24,6,941,297,1201,2248,0,0
4,5,24,6,901,319,1145,2475,0,0
4,5,25,7,941,285,1146,2248,0,0
4,5,25,7,905,295,1129,2475,0,0
4,5,26,1,940,285,1156,2248,0,0
4,5,27,2,941,286,1154,2248,0,0
4,5,27,2,900,311,1142,2475,0,0
4,5,28,3,940,288,1158,2248,0,0
4,5,28,3,908,306,1200,2475,0,0
4,5,8,4,943,299,1243,2248,18,1
4,5,8,4,904,332,1300,2475,45,1
4,5,9,5,938,311,1220,2248,0,0
4,5,9,5,905,334,1208,2475,0,0
4,5,31,6,939,293,1159,2248,0,0
4,5,31,6,906,327,1207,2475,0,0
4,5,4,7,940,318,1226,2248,1,1
4,5,4,7,902,339,1216,2475,1,1
4,5,5,1,935,313,1224,2248,0,0
4,5,5,1,904,333,1220,2475,5,1
4,5,6,2,938,320,1232,2248,7,1
5,5,14,3,939,353,1254,2586,173,1
5,5,17,6,903,357,1236,2586,119,1
5,5,11,7,912,41,1012,187,94,1
5,5,28,3,931,184,1208,1391,116,1
5,5,1,4,921,167,1313,1089,39,1
5,5,2,5,921,168,1239,1089,5,1
5,5,3,6,916,169,1242,1089,7,1
5,5,4,7,915,158,1222,1089,0,0
5,5,5,1,915,146,1216,1089,0,0
5,5,6,2,912,147,1204,1089,0,0
5,5,7,3,913,138,1211,1089,0,0
5,5,17,6,915,159,1241,1089,41,1
5,5,22,4,950,161,1409,1089,164,1
5,5,23,5,901,142,1145,1089,1,1
5,5,25,7,930,141,1214,1089,30,1
5,5,26,1,911,141,1207,1089,11,1
5,5,27,2,907,135,1145,1089,7,1
5,5,29,4,902,141,1159,1089,2,1
5,5,11,7,902,196,1242,1598,39,1
5,5,2,5,927,158,1228,944,250,1
5,5,22,4,917,126,1212,944,281,1
6,5,2,5,943,324,1239,2475,3,1
6,5,2,5,956,177,1325,1069,24,1
6,5,1,4,938,213,1244,1428,174,1
6,5,1,4,953,51,1120,264,25,1
6,5,1,4,908,318,1221,2446,13,1
6,5,1,4,949,144,1246,944,59,1
6,5,1,4,953,161,1309,1069,8,1
6,5,1,4,942,309,1235,2475,2,1
6,5,2,5,956,32,1046,187,0,0
5,5,7,3,907,340,1234,2475,26,1
5,5,9,5,902,331,1202,2475,2,1
5,5,10,6,901,382,1301,2475,52,1
5,5,11,7,920,336,1239,2475,49,1
5,5,12,1,903,331,1214,2475,7,1
5,5,16,5,923,312,1220,2475,33,1
5,5,22,4,917,328,1409,2475,136,1
5,5,23,5,908,328,1237,2475,35,1
5,5,28,3,904,308,1159,2475,4,1
6,5,5,1,919,343,1237,2446,18,1
6,5,5,1,953,317,1240,2248,12,1
6,5,5,1,913,129,1208,944,3,1
6,5,6,2,942,52,1059,264,0,0
6,5,6,2,914,45,1020,209,0,0
6,5,6,2,918,131,1158,944,0,0
6,5,6,2,944,211,1245,1521,27,1
6,5,2,5,913,47,1019,209,0,0
6,5,2,5,943,58,1103,264,0,0
6,5,2,5,926,233,1254,1521,24,1
6,5,2,5,901,324,1151,2446,0,0
6,5,2,5,954,301,1225,2248,0,0
6,5,7,3,916,45,1042,209,11,1
6,5,7,3,941,51,1057,264,0,0
6,5,7,3,952,36,1057,187,0,0
6,5,7,3,959,135,1245,1069,0,0
6,5,7,3,915,331,1229,2446,10,1
6,5,7,3,938,336,1250,2475,5,1
6,5,7,3,953,309,1236,2248,8,1
6,5,7,3,909,124,1152,944,0,0
6,5,7,3,930,214,1240,1521,10,1
6,5,8,4,919,43,1058,209,27,1
6,5,8,4,959,212,1320,1521,77,1
6,5,11,7,947,349,1257,2475,19,1
6,5,11,7,922,130,1206,944,4,1
6,5,2,5,924,174,1232,944,21,1
6,5,3,6,942,48,1058,264,0,0
6,5,3,6,910,44,1023,209,0,0
6,5,3,6,922,158,1229,944,18,1
6,5,3,6,908,313,1156,2446,0,0
6,5,3,6,959,39,1059,187,0,0
6,5,3,6,938,320,1225,2475,0,0
6,5,3,6,927,204,1216,1521,0,0
6,5,3,6,956,165,1306,1069,5,1
6,5,8,4,913,321,1238,2446,19,1
6,5,9,5,926,45,1029,209,6,1
6,5,9,5,938,212,1231,1521,7,1
6,5,9,5,916,124,1147,944,0,0
6,5,9,5,918,332,1207,2446,0,0
6,5,14,3,925,209,1210,1521,0,0
6,5,14,3,912,312,1156,2446,0,0
6,5,14,3,937,314,1212,2475,0,0
6,5,15,4,918,44,1101,209,30,1
6,5,15,4,951,48,1139,264,42,1
6,5,15,4,937,312,1248,2475,3,1
6,5,12,1,917,43,1055,209,24,1
6,5,12,1,957,39,1124,187,16,1
6,5,12,1,941,49,1119,264,16,1
6,5,12,1,923,321,1306,2446,50,1
6,5,12,1,937,332,1306,2475,21,1
6,5,12,1,958,139,1307,1069,6,1
6,5,12,1,922,124,1229,944,27,1
6,5,12,1,930,205,1254,1521,24,1
6,5,13,2,917,41,1025,209,0,0
6,5,16,5,947,44,1058,264,2,1
6,5,16,5,915,40,1035,209,4,1
6,5,16,5,910,165,1240,944,35,1
6,5,16,5,955,287,1216,2248,0,0
6,5,16,5,929,306,1212,2446,9,1
6,5,16,5,957,160,1320,1069,19,1
6,5,16,5,939,318,1230,2475,0,0
6,5,17,6,913,150,1211,944,6,1
6,5,17,6,920,45,1035,209,4,1
6,5,17,6,939,47,1056,264,0,0
6,5,9,5,958,138,1244,1069,0,0
6,5,9,5,951,340,1304,2475,30,1
6,5,9,5,901,354,1222,2586,7,1
6,5,13,2,954,33,1056,187,0,0
6,5,13,2,918,310,1153,2446,0,0
6,5,13,2,945,308,1221,2475,5,1
6,5,13,2,933,204,1216,1521,1,1
6,5,13,2,908,124,1141,944,0,0
6,5,13,2,954,142,1237,1069,0,0
6,5,14,3,913,41,1013,209,0,0
6,5,14,3,940,48,1052,264,0,0
6,5,14,3,957,38,1107,187,0,0
6,5,14,3,918,125,1144,944,0,0
6,5,14,3,954,297,1231,2248,3,1
6,5,17,6,957,161,1309,1069,8,1
6,5,17,6,933,318,1224,2475,0,0
6,5,17,6,915,323,1211,2446,0,0
6,5,17,6,957,40,1109,187,1,1
6,5,17,6,931,216,1240,1521,10,1
6,5,18,7,938,47,1045,264,0,0
6,5,18,7,957,32,1055,187,0,0
6,5,18,7,910,45,1015,209,0,0
6,5,18,7,953,306,1240,2248,12,1
6,5,18,7,957,147,1246,1069,0,0
6,5,18,7,920,322,1158,2446,0,0
6,5,18,7,932,337,1238,2475,0,0
6,5,21,3,941,326,1307,2475,23,1
6,5,22,4,955,37,1222,187,74,1
6,5,22,4,915,45,1102,209,31,1
6,5,22,4,951,57,1229,264,92,1
6,5,22,4,927,129,1323,944,86,1
6,5,22,4,914,333,1331,2446,72,1
6,5,22,4,954,148,1402,1069,61,1
6,5,22,4,930,217,1316,1521,46,1
6,5,23,5,902,45,1005,266,2,1
6,5,19,1,948,54,1123,264,23,1
6,5,19,1,955,39,1123,187,15,1
6,5,19,1,917,48,1045,209,14,1
6,5,19,1,930,198,1227,1521,0,0
6,5,19,1,916,326,1232,2446,13,1
6,5,19,1,956,144,1303,1069,2,1
6,5,19,1,951,301,1232,2248,4,1
6,5,19,1,940,335,1254,2475,9,1
6,5,19,1,913,131,1215,944,10,1
6,5,20,2,936,50,1101,264,0,0
6,5,20,2,956,40,1058,187,0,0
6,5,20,2,931,45,1042,209,22,1
6,5,23,5,934,46,1040,209,4,1
6,5,23,5,906,197,1146,1428,84,1
6,5,23,5,955,142,1238,1069,0,0
6,5,23,5,917,135,1201,944,0,0
6,5,23,5,958,304,1233,2248,8,1
6,5,23,5,935,340,1238,2475,0,0
6,5,23,5,930,337,1223,2446,14,1
6,5,23,5,912,32,1008,187,0,0
6,5,23,5,950,208,1241,1521,29,1
6,5,15,4,952,281,1219,2248,0,0
6,5,15,4,956,163,1351,1069,50,1
6,5,15,4,915,305,1219,2446,0,0
6,5,15,4,935,206,1300,1521,33,1
6,5,15,4,927,141,1301,944,64,1
6,5,20,2,919,122,1154,944,0,0
6,5,20,2,949,303,1224,2248,0,0
6,5,20,2,927,199,1217,1521,0,0
6,5,20,2,920,325,1217,2446,0,0
6,5,21,3,955,38,1112,187,4,1
6,5,21,3,913,46,1046,209,15,1
6,5,21,3,940,61,1117,264,14,1
6,5,21,3,915,127,1220,944,15,1
6,5,21,3,952,300,1243,2248,15,1
6,5,21,3,931,199,1229,1521,0,0
6,5,21,3,912,322,1221,2446,2,1
6,5,26,1,935,51,1053,264,0,0
6,5,26,1,915,46,1038,209,7,1
6,5,26,1,910,44,1024,187,0,0
6,5,26,1,946,279,1158,2248,0,0
6,5,24,6,924,328,1215,2446,4,1
6,5,24,6,945,203,1225,1521,13,1
6,5,24,6,947,327,1231,2475,7,1
6,5,25,7,942,52,1051,264,0,0
6,5,25,7,954,39,1050,187,0,0
6,5,25,7,916,44,1012,209,0,0
6,5,25,7,942,303,1203,2475,2,1
6,5,25,7,904,41,1007,187,60,1
6,5,25,7,926,197,1205,1521,0,0
6,5,25,7,916,124,1134,944,0,0
6,5,25,7,907,95,1101,718,35,1
6,5,25,7,927,303,1146,2446,7,1
6,5,29,4,956,41,1113,187,5,1
6,5,29,4,939,47,1042,264,0,0
6,5,29,4,915,43,1013,209,0,0
6,5,29,4,953,283,1208,2248,0,0
6,5,29,4,948,299,1207,2475,8,1
6,5,29,4,916,117,1132,944,0,0
6,5,29,4,931,199,1210,1521,0,0
6,5,29,4,920,303,1218,2446,0,0
6,5,24,6,943,50,1100,264,0,0
6,5,24,6,919,57,1039,209,8,1
6,5,27,2,950,284,1202,2248,0,0
6,5,27,2,955,137,1243,1069,0,0
6,5,27,2,912,305,1136,2446,0,0
6,5,27,2,917,119,1132,944,0,0
6,5,28,3,946,49,1053,264,1,1
6,5,28,3,916,45,1024,209,0,0
6,5,28,3,954,32,1109,187,1,1
6,5,28,3,916,126,1148,944,0,0
6,5,28,3,918,304,1155,2446,0,0
6,5,28,3,945,308,1222,2475,5,1
6,5,28,3,926,197,1212,1521,0,0
6,5,28,3,953,286,1210,2248,0,0
6,5,28,3,957,147,1309,1069,8,1
6,5,30,5,916,306,1216,2446,0,0
6,5,30,5,912,125,1154,944,0,0
6,5,4,7,915,50,1016,209,0,0
6,5,4,7,937,61,1058,264,0,0
6,5,4,7,959,149,1256,1069,0,0
6,5,4,7,955,306,1234,2248,6,1
6,5,4,7,907,325,1201,2446,0,0
6,5,4,7,934,361,1301,2586,77,1
6,5,4,7,943,335,1244,2475,3,1
6,5,5,1,945,204,1237,1521,20,1
6,5,5,1,955,40,1107,187,0,0
6,5,5,1,939,55,1058,264,0,0
6,5,5,1,914,48,1036,209,5,1
6,5,5,1,937,331,1238,2475,0,0
6,5,30,5,946,282,1212,2248,0,0
6,5,30,5,927,198,1217,1521,0,0
6,5,30,5,938,311,1233,2475,0,0
6,5,31,6,917,46,1030,209,0,0
6,5,31,6,941,53,1052,264,0,0
6,5,31,6,931,182,1153,1521,0,0
6,5,31,6,953,147,1249,1069,0,0
7,5,2,5,927,317,1219,2475,0,0
7,5,2,5,915,326,1208,2422,0,0
6,5,26,1,935,301,1204,2475,0,0
6,5,26,1,911,120,1142,944,0,0
6,5,26,1,959,138,1246,1069,0,0
6,5,26,1,912,299,1150,2446,0,0
6,5,26,1,925,257,1312,1521,42,1
6,5,27,2,939,139,1225,1041,187,1
6,5,27,2,939,51,1052,264,0,0
6,5,27,2,930,207,1210,1521,0,0
7,5,4,7,926,101,1127,509,26,1
7,5,3,6,929,152,1231,944,185,1
7,5,3,6,940,165,1248,1089,193,1
7,5,3,6,908,91,1116,509,6,1
7,5,4,7,927,331,1229,2475,0,0
7,5,4,7,922,352,1240,2422,33,1
7,5,3,6,928,319,1237,2475,7,1
7,5,3,6,913,331,1218,2422,9,1
7,5,5,1,911,98,1126,509,11,1
7,5,6,2,927,345,1251,2475,16,1
7,5,6,2,910,326,1159,2422,0,0
7,5,5,1,922,329,1233,2475,0,0
7,5,5,1,911,349,1253,2422,39,1
7,5,5,1,919,336,1228,2475,122,1
7,5,6,2,952,95,1224,509,109,1
7,5,6,2,901,185,1241,1598,1,1
7,5,7,3,927,326,1231,2475,0,0
7,5,7,3,909,316,1210,2422,0,0
7,5,7,3,906,91,1124,509,9,1
7,5,7,3,914,132,1206,1005,125,1
7,5,8,4,928,337,1252,2475,17,1
7,5,8,4,919,322,1236,2422,26,1
7,5,9,5,924,334,1220,2475,0,0
7,5,9,5,915,317,1154,2422,0,0
7,5,10,6,925,373,1311,2475,41,1
7,5,10,6,913,311,1144,2422,0,0
7,5,10,6,900,369,1250,2586,16,1
7,5,9,5,911,81,1101,509,0,0
7,5,10,6,909,84,1059,509,0,0
7,5,10,6,955,189,1335,1598,108,1
7,5,11,7,907,86,1103,509,0,0
7,5,11,7,924,355,1239,2475,4,1
7,5,11,7,911,328,1221,2422,7,1
7,5,13,2,926,320,1233,2475,0,0
7,5,13,2,908,311,1200,2422,0,0
7,5,12,1,926,324,1244,2475,9,1
7,5,12,1,913,317,1226,2422,12,1
7,5,12,1,910,286,1139,2153,86,1
7,5,8,4,912,83,1125,509,10,1
7,5,13,2,906,81,1104,509,0,0
7,5,14,3,931,321,1211,2475,1,1
7,5,14,3,916,306,1139,2422,1,1
7,5,15,4,910,87,1128,509,13,1
7,5,14,3,906,89,1102,509,0,0
7,5,15,4,929,306,1250,2475,15,1
7,5,15,4,917,315,1215,2422,3,1
7,5,15,4,957,309,1246,2475,170,1
7,5,16,5,907,81,1115,509,0,0
7,5,17,6,914,301,1147,2422,0,0
7,5,17,6,901,356,1234,2586,1,1
7,5,17,6,905,123,1134,760,75,1
7,5,17,6,930,94,1145,509,51,1
7,5,18,7,930,333,1232,2475,0,0
7,5,18,7,914,316,1152,2422,0,0
7,5,18,7,934,81,1122,509,29,1
7,5,18,7,934,137,1215,944,166,1
7,5,19,1,930,325,1238,2475,3,1
7,5,19,1,910,324,1216,2422,2,1
7,5,19,1,902,321,1212,2475,81,1
7,5,19,1,946,79,1149,509,68,1
7,5,20,2,924,335,1236,2475,1,1
7,5,20,2,912,333,1224,2422,10,1
7,5,21,3,936,187,1333,1598,84,1
7,5,21,3,907,87,1122,509,7,1
7,5,21,3,924,328,1238,2475,3,1
7,5,21,3,915,341,1244,2422,30,1
7,5,22,4,900,193,1243,1598,0,0
7,5,22,4,934,92,1232,509,99,1
7,5,20,2,909,87,1122,509,7,1
7,5,22,4,933,336,1400,2475,88,1
7,5,22,4,916,342,1340,2586,77,1
7,5,22,4,955,346,1416,2422,162,1
7,6,22,7,903,280,1112,2153,3,1
7,6,23,1,925,306,1211,2475,0,0
7,6,23,1,927,319,1207,2422,0,0
7,6,24,2,931,307,1308,2475,38,1
7,6,24,2,930,308,1222,2422,0,0
7,6,26,4,926,320,1213,2475,0,0
7,6,26,4,930,325,1233,2422,0,0
7,6,25,3,925,309,1202,2475,114,1
7,6,25,3,924,326,1226,2475,0,0
7,6,25,3,939,316,1227,2422,9,1
7,6,25,3,901,276,1107,2153,1,1
7,6,28,6,927,193,1315,1598,71,1
7,6,27,5,930,316,1210,2475,0,0
7,6,27,5,901,372,1232,2586,8,1
7,6,27,5,926,323,1211,2422,0,0
7,6,27,5,900,274,1105,2153,0,0
7,6,29,7,917,194,1314,1598,20,1
7,6,29,7,935,313,1246,2475,23,1
7,6,29,7,928,322,1231,2422,0,0
7,6,29,7,930,269,1139,2153,55,1
7,6,30,1,903,194,1241,1598,0,0
7,6,30,1,931,307,1204,2475,1,1
7,6,30,1,929,320,1214,2422,0,0
7,6,30,1,901,273,1108,2153,1,1
7,6,27,5,909,337,1208,2454,72,1
7,6,28,6,922,311,1212,2475,0,0
7,6,28,6,902,329,1203,2586,2,1
7,6,28,6,941,297,1211,2422,11,1
1,6,7,6,959,53,1138,228,24,1
1,6,5,4,950,50,1101,228,0,0
1,6,3,2,954,43,1108,228,0,0
1,6,15,7,949,51,1127,228,13,1
1,6,9,1,947,43,1120,228,6,1
1,6,6,5,953,44,1057,228,0,0
1,6,20,5,943,46,1101,228,0,0
1,6,23,1,954,46,1108,228,0,0
1,6,8,7,942,43,1048,228,0,0
1,6,21,6,951,51,1104,228,0,0
1,6,10,2,955,54,1134,228,20,1
1,6,28,6,957,45,1106,228,0,0
1,6,19,4,952,47,1100,228,0,0
1,6,17,2,947,43,1056,228,0,0
1,6,27,5,959,47,1113,228,0,0
1,6,29,7,949,46,1113,228,0,0
1,6,18,3,951,48,1113,228,0,0
1,6,22,7,951,48,1057,228,0,0
1,6,25,3,955,45,1106,228,0,0
1,6,30,1,959,42,1112,228,0,0
8,6,2,1,947,629,1444,4983,4,1
8,6,3,2,959,630,1457,4983,17,1
8,6,4,3,955,640,1504,4983,24,1
8,6,5,4,957,616,1439,4983,0,0
8,6,6,5,956,625,1444,4983,4,1
8,6,7,6,952,624,1450,4983,10,1
8,6,8,7,951,618,1442,4983,2,1
8,6,10,2,957,606,1430,4983,0,0
8,6,11,3,954,617,1530,4983,50,1
8,6,12,4,949,615,1424,4983,0,0
8,6,13,5,959,606,1452,4983,12,1
8,6,16,1,953,612,1443,4983,3,1
8,6,18,3,957,594,1431,4983,0,0
8,6,19,4,958,628,1445,4983,5,1
8,6,21,6,951,620,1432,4983,0,0
8,6,23,1,956,614,1435,4983,0,0
8,6,24,2,952,606,1431,4983,0,0
8,6,25,3,952,602,1412,4983,0,0
8,6,26,4,958,589,1410,4983,0,0
8,6,27,5,954,599,1416,4983,0,0
8,6,29,7,959,606,1442,4983,2,1
8,6,30,1,952,604,1421,4983,0,0
4,6,11,3,912,332,1408,2475,113,1
4,6,12,4,943,299,1216,2248,1,1
4,6,12,4,920,315,1204,2475,0,0
2,6,19,4,901,330,1159,2586,0,0
4,6,17,2,913,327,1205,2475,0,0
4,6,18,3,941,291,1211,2248,0,0
4,6,18,3,915,314,1206,2475,0,0
4,6,19,4,940,295,1202,2248,0,0
4,6,19,4,919,311,1156,2475,0,0
4,6,2,1,939,308,1221,2248,0,0
4,6,2,1,904,325,1204,2475,0,0
4,6,20,5,939,297,1214,2248,0,0
4,6,20,5,911,310,1207,2475,0,0
4,6,21,6,937,297,1149,2248,0,0
4,6,21,6,918,318,1204,2475,0,0
4,6,1,7,956,305,1225,2248,11,1
4,6,1,7,912,327,1157,2475,2,1
4,6,10,2,946,297,1212,2248,1,1
4,6,10,2,915,327,1204,2475,0,0
4,6,11,3,946,295,1350,2248,96,1
4,6,28,6,950,320,1235,2475,50,1
4,6,29,7,943,292,1221,2248,6,1
4,6,29,7,915,315,1212,2475,0,0
4,6,3,2,944,313,1225,2248,0,0
4,6,3,2,913,327,1222,2475,10,1
4,6,30,1,938,292,1201,2248,0,0
4,6,30,1,921,318,1205,2475,1,1
4,6,4,3,939,319,1226,2248,1,1
4,6,4,3,902,353,1220,2475,5,1
4,6,5,4,942,301,1205,2248,0,0
4,6,13,5,945,303,1247,2248,32,1
4,6,13,5,918,324,1246,2475,31,1
4,6,14,6,943,304,1225,2248,10,1
4,6,14,6,915,339,1239,2475,24,1
4,6,15,7,944,320,1239,2248,24,1
4,6,15,7,914,331,1219,2475,4,1
4,6,16,1,944,302,1228,2248,13,1
4,6,16,1,915,332,1230,2475,15,1
4,6,17,2,941,299,1212,2248,0,0
4,6,6,5,914,340,1224,2475,9,1
4,6,7,6,942,297,1218,2248,3,1
4,6,7,6,913,332,1228,2475,13,1
4,6,8,7,951,303,1234,2248,25,1
4,6,8,7,918,335,1241,2475,26,1
4,6,9,1,943,302,1238,2248,23,1
4,6,9,1,921,339,1252,2475,38,1
4,6,22,7,913,318,1156,2475,0,0
4,6,23,1,944,292,1203,2248,0,0
4,6,24,2,940,294,1220,2248,5,1
4,6,24,2,913,333,1213,2475,0,0
4,6,25,3,941,296,1157,2248,0,0
4,6,25,3,914,329,1217,2475,2,1
4,6,26,4,944,295,1200,2248,0,0
4,6,26,4,918,327,1212,2475,0,0
4,6,27,5,940,306,1206,2248,0,0
4,6,27,5,919,320,1205,2475,0,0
4,6,28,6,948,294,1214,2248,3,1
4,6,6,5,938,309,1211,2248,0,0
3,6,18,3,911,76,1121,541,115,1
4,6,22,7,938,298,1159,2248,0,0
2,6,30,1,904,326,1205,2586,0,0
2,6,27,5,907,345,1220,2586,0,0
2,6,26,4,905,351,1235,2586,8,1
2,6,25,3,903,353,1232,2586,5,1
2,6,24,2,908,337,1207,2586,0,0
2,6,21,6,902,352,1225,2586,0,0
2,6,23,1,900,331,1203,2586,0,0
2,6,20,5,905,330,1217,2586,0,0
2,6,28,6,925,350,1253,2586,41,1
2,6,16,1,904,343,1248,2586,21,1
2,6,17,2,907,347,1240,2586,13,1
2,6,13,5,904,345,1239,2586,12,1
2,6,14,6,909,353,1245,2586,18,1
2,6,12,4,909,339,1222,2586,0,0
2,6,11,3,904,335,1256,2586,29,1
2,6,10,2,908,334,1219,2586,0,0
2,6,9,1,920,352,1301,2586,44,1
2,6,7,6,900,338,1224,2586,0,0
2,6,6,5,905,349,1218,2586,0,0
2,6,5,4,903,351,1236,2586,9,1
3,6,11,3,903,78,1142,541,128,1
3,6,12,4,915,78,1105,541,103,1
3,6,14,6,929,73,1116,541,128,1
5,6,3,2,901,331,1221,2475,12,1
5,6,9,1,902,319,1236,2475,28,1
5,6,11,3,937,332,1335,2475,127,1
5,6,13,5,921,333,1242,2475,58,1
5,6,17,2,936,315,1225,2475,56,1
5,6,23,1,906,318,1152,2475,6,1
5,6,24,2,900,317,1147,2475,0,0
5,6,26,4,917,314,1221,2475,33,1
5,6,28,6,923,323,1228,2475,46,1
5,6,30,1,901,309,1150,2475,1,1
5,6,6,5,910,203,1157,1391,84,1
5,6,2,1,953,341,1318,2475,13,1
5,6,3,2,951,333,1259,2475,0,0
5,6,4,3,957,334,1304,2475,0,0
5,6,5,4,955,344,1319,2475,14,1
5,6,6,5,957,344,1332,2475,27,1
5,6,7,6,957,335,1336,2475,31,1
5,6,8,7,956,340,1338,2475,33,1
5,6,12,4,956,327,1255,2475,0,0
5,6,13,5,956,321,1313,2475,13,1
5,6,14,6,951,326,1253,2475,0,0
5,6,15,7,949,337,1304,2475,4,1
5,6,16,1,954,323,1322,2475,22,1
5,6,17,2,951,323,1250,2475,0,0
5,6,19,4,958,316,1304,2475,4,1
5,6,20,5,955,319,1308,2475,8,1
5,6,21,6,954,314,1240,2475,0,0
5,6,23,1,954,318,1246,2475,0,0
5,6,24,2,957,323,1302,2475,2,1
5,6,25,3,958,317,1246,2475,0,0
5,6,26,4,952,323,1248,2475,0,0
5,6,27,5,952,313,1244,2475,0,0
5,6,28,6,956,318,1239,2475,0,0
5,6,29,7,954,325,1307,2475,7,1
5,6,30,1,956,318,1245,2475,0,0
5,6,11,3,912,211,1415,1598,82,1
5,6,22,7,903,198,1245,1623,68,1
5,6,24,2,901,202,1317,1623,98,1
5,6,3,2,904,140,1200,1089,4,1
5,6,4,3,902,135,1143,1089,2,1
5,6,8,7,902,140,1158,1089,2,1
5,6,11,3,945,172,1352,1089,147,1
5,6,13,5,904,147,1201,1089,4,1
5,6,14,6,905,147,1207,1089,5,1
5,6,18,3,902,154,1219,1089,11,1
5,6,21,6,915,145,1211,1089,16,1
5,6,27,5,900,142,1155,1089,0,0
5,6,11,3,925,183,1307,1391,127,1
5,6,16,1,905,183,1206,1391,46,1
6,6,4,3,918,44,1023,209,0,0
6,6,4,3,917,350,1235,2446,16,1
6,6,4,3,941,347,1253,2475,9,1
6,6,4,3,947,319,1242,2248,14,1
6,6,4,3,917,114,1134,944,0,0
6,6,4,3,955,33,1102,187,0,0
6,6,4,3,941,50,1055,264,0,0
6,6,4,3,931,195,1210,1521,0,0
6,6,2,1,931,191,1218,1521,0,0
6,6,3,2,905,358,1243,2586,30,1
6,6,3,2,912,44,1029,209,0,0
6,6,3,2,917,323,1217,2446,0,0
6,6,3,2,948,335,1248,2475,11,1
6,6,3,2,949,309,1229,2248,1,1
6,6,3,2,909,126,1208,944,3,1
6,6,3,2,958,36,1120,187,12,1
6,6,3,2,938,49,1100,264,0,0
6,6,3,2,946,197,1237,1521,21,1
6,6,7,6,955,146,1302,1069,1,1
6,6,7,6,915,46,1042,209,11,1
6,6,5,4,944,131,1226,944,46,1
6,6,5,4,956,35,1114,187,6,1
6,6,5,4,946,48,1104,264,2,1
6,6,6,5,916,47,1023,209,0,0
6,6,6,5,915,342,1215,2446,0,0
6,6,6,5,936,337,1233,2475,0,0
6,6,6,5,948,312,1226,2248,0,0
6,6,6,5,925,134,1154,944,6,1
6,6,6,5,947,50,1101,264,2,1
6,6,6,5,930,208,1218,1521,0,0
6,6,7,6,916,327,1226,2446,7,1
6,6,7,6,947,323,1306,2475,28,1
6,6,7,6,915,130,1217,944,12,1
6,6,7,6,937,45,1103,264,0,0
6,6,7,6,927,200,1230,1521,0,0
6,6,8,7,914,41,1022,209,0,0
6,6,8,7,913,327,1214,2446,0,0
6,6,8,7,934,347,1303,2475,18,1
6,6,11,3,917,43,1221,209,110,1
6,6,11,3,931,324,1349,2446,101,1
6,6,11,3,959,298,1251,2248,27,1
6,6,11,3,913,137,1349,944,104,1
6,6,11,3,940,49,1236,264,93,1
6,6,11,3,922,198,1323,1521,53,1
6,6,12,4,914,44,1033,209,2,1
6,6,12,4,920,299,1152,2446,0,0
6,6,12,4,937,317,1217,2475,0,0
6,6,8,7,945,305,1238,2248,10,1
6,6,8,7,914,125,1152,944,0,0
6,6,8,7,943,49,1102,264,0,0
6,6,8,7,945,205,1247,1521,30,1
6,6,9,1,920,46,1109,209,38,1
6,6,9,1,917,324,1248,2446,29,1
6,6,9,1,938,321,1308,2475,23,1
6,6,9,1,954,297,1308,2248,40,1
6,6,9,1,914,129,1227,944,22,1
6,6,9,1,943,48,1129,264,26,1
6,6,9,1,929,223,1308,1521,38,1
6,6,12,4,927,204,1227,1521,0,0
6,6,13,5,916,312,1237,2446,18,1
6,6,13,5,958,320,1332,2475,65,1
6,6,13,5,937,190,1241,1428,170,1
6,6,13,5,938,153,1306,944,80,1
6,6,5,4,920,43,1037,209,6,1
6,6,5,4,915,332,1211,2446,0,0
6,6,5,4,948,339,1250,2475,13,1
6,6,5,4,949,319,1253,2248,25,1
6,6,10,2,957,141,1251,1069,0,0
6,6,10,2,918,46,1031,209,0,0
