Carrier,Month,Day,Weekday,Departure (hhhh),Air Time (min),Arrival (hhhh),Distance (miles),Total Delay (min),Status
7,11,11,2,936,332,1232,2475,6,1
7,11,11,2,954,290,1313,1990,341,1
7,11,13,4,900,184,1327,1598,0,0
7,11,14,5,926,323,1237,2422,0,0
7,11,14,5,926,349,1258,2475,5,1
7,11,14,5,911,195,1425,1598,47,1
7,11,15,6,915,327,1216,2422,0,0
7,11,16,7,931,338,1246,2422,1,1
7,11,16,7,929,348,1237,2475,0,0
7,11,16,7,901,362,1231,2586,1,1
7,11,12,3,928,316,1202,2422,0,0
7,11,12,3,926,341,1228,2475,0,0
7,11,13,4,927,328,1225,2422,0,0
7,11,13,4,929,343,1234,2475,0,0
7,11,17,1,910,338,1230,2586,10,1
7,11,18,2,900,201,1407,1598,18,1
7,11,17,1,906,191,1346,1598,6,1
7,11,18,2,926,328,1234,2422,0,0
7,11,18,2,922,331,1237,2475,0,0
2,12,31,3,956,362,1336,2586,0,0
2,12,30,2,957,365,1339,2586,1,1
2,12,28,7,953,364,1327,2586,0,0
2,12,26,5,956,345,1345,2586,7,1
2,12,23,2,956,338,1301,2586,0,0
2,12,22,1,957,344,1307,2586,0,0
2,12,29,1,953,369,1356,2586,18,1
2,12,17,3,924,356,1239,2586,0,0
2,12,18,4,959,340,1334,2586,0,0
2,12,16,2,920,332,1204,2475,59,1
2,12,16,2,930,349,1240,2586,0,0
2,12,15,1,926,359,1300,2586,0,0
2,12,14,7,923,327,1209,2586,0,0
2,12,11,4,921,335,1240,2586,0,0
2,12,9,2,929,344,1304,2586,1,1
2,12,12,5,930,313,1215,2586,0,0
2,12,4,4,930,362,1259,2586,0,0
2,12,8,1,927,351,1302,2586,0,0
2,12,5,5,925,343,1236,2586,0,0
2,12,1,1,920,363,1254,2586,0,0
3,12,2,2,952,312,1329,2153,0,0
3,12,3,3,955,300,1319,2153,0,0
3,12,7,7,956,289,1305,2153,0,0
3,12,8,1,958,292,1319,2153,0,0
3,12,10,3,959,272,1337,2153,5,1
3,12,16,2,955,307,1326,2153,0,0
3,12,17,3,955,315,1341,2153,9,1
3,12,20,6,959,296,1334,2153,2,1
3,12,14,7,953,272,1244,2153,0,0
3,12,18,4,957,301,1344,2153,12,1
3,12,23,2,955,290,1302,2153,0,0
3,12,21,7,957,286,1311,2153,0,0
5,12,3,3,900,362,1224,2475,0,0
5,12,11,4,915,326,1228,2475,15,1
5,12,18,4,916,338,1249,2475,35,1
5,12,21,7,900,329,1202,2475,0,0
5,12,26,5,902,344,1230,2475,2,1
5,12,30,2,906,392,1308,2475,44,1
5,12,1,1,950,338,1242,2475,0,0
5,12,2,2,957,370,1343,2475,23,1
5,12,3,3,956,349,1322,2475,2,1
5,12,4,4,953,348,1308,2475,0,0
5,12,5,5,956,338,1300,2475,0,0
5,12,6,6,956,348,1306,2475,0,0
5,12,7,7,952,347,1347,2475,27,1
5,12,8,1,956,345,1305,2475,0,0
5,12,9,2,953,324,1309,2475,0,0
5,12,10,3,953,318,1259,2475,0,0
5,12,11,4,958,325,1310,2475,0,0
5,12,12,5,955,310,1231,2475,0,0
5,12,13,6,957,308,1244,2475,0,0
5,12,14,7,954,318,1259,2475,0,0
5,12,15,1,956,340,1301,2475,0,0
5,12,16,2,953,339,1258,2475,0,0
5,12,17,3,954,362,1330,2475,10,1
5,12,18,4,956,332,1320,2475,0,0
5,12,19,5,957,339,1320,2475,0,0
5,12,24,3,953,335,1313,2475,0,0
5,12,25,4,957,355,1315,2475,0,0
5,12,31,3,952,356,1315,2475,0,0
5,12,20,6,919,164,1230,1089,85,1
5,12,4,4,915,198,1355,1598,77,1
5,12,7,7,913,214,1415,1623,153,1
5,12,20,6,954,199,1454,1623,233,1
5,12,30,2,915,155,1227,944,277,1
5,12,3,3,915,205,1200,1391,15,1
5,12,12,5,925,185,1151,1391,25,1
5,12,15,1,900,195,1137,1391,0,0
5,12,16,2,926,204,1208,1391,26,1
5,12,20,6,909,200,1205,1391,9,1
5,12,21,7,900,208,1159,1391,0,0
5,12,24,3,905,225,1242,1391,37,1
5,12,28,7,908,217,1219,1391,17,1
5,12,29,1,900,215,1158,1391,0,0
5,12,31,3,907,215,1210,1391,7,1
6,12,25,4,933,176,1304,1069,157,1
6,12,9,2,916,48,1058,264,39,1
6,12,1,1,937,147,1234,1069,201,1
6,12,25,4,907,188,1308,1074,39,1
6,12,14,7,941,45,1041,209,0,0
6,12,16,2,941,42,1041,209,0,0
6,12,20,6,909,164,1222,1074,0,0
6,12,21,7,956,46,1104,209,5,1
6,12,27,6,907,44,1030,266,2,1
6,12,28,7,912,44,1016,266,0,0
6,12,31,3,906,178,1228,1074,0,0
6,12,13,6,945,54,1118,209,21,1
6,12,25,4,947,44,1052,209,0,0
6,12,2,2,940,43,1047,209,0,0
6,12,3,3,900,53,1010,264,0,0
6,12,27,6,908,60,1038,301,0,0
6,12,25,4,909,62,1039,301,0,0
6,12,27,6,951,55,1108,209,5,1
6,12,3,3,942,44,1047,209,0,0
6,12,4,4,935,45,1043,209,0,0
6,12,12,5,942,46,1049,209,0,0
6,12,17,3,903,48,1008,266,0,0
6,12,29,1,950,48,1058,209,0,0
6,12,21,7,906,46,1014,266,0,0
6,12,22,1,909,174,1220,1074,0,0
6,12,9,2,905,41,1032,266,9,1
6,12,10,3,934,50,1128,209,31,1
6,12,29,1,911,172,1233,1074,4,1
6,12,7,7,944,43,1044,209,0,0
6,12,16,2,905,44,1017,266,0,0
6,12,19,5,907,47,1034,266,6,1
6,12,15,1,900,47,1007,266,0,0
6,12,23,2,908,45,1016,266,0,0
6,12,24,3,908,47,1035,266,7,1
6,12,17,3,902,47,1000,273,0,0
6,12,19,5,947,49,1120,209,17,1
6,12,26,5,907,169,1234,1074,5,1
6,12,3,3,902,48,1016,228,132,1
6,12,7,7,906,48,1024,266,1,1
6,12,18,4,907,48,1055,266,27,1
6,12,22,1,944,41,1047,209,0,0
6,12,30,2,902,43,1007,266,0,0
6,12,22,1,908,54,1032,301,0,0
6,12,30,2,926,181,1248,1074,31,1
6,12,1,1,902,48,1006,273,0,0
6,12,3,3,901,49,1011,273,0,0
6,12,15,1,948,46,1057,209,3,1
6,12,25,4,910,40,1024,266,0,0
6,12,2,2,904,166,1207,1074,0,0
6,12,11,4,937,47,1058,209,1,1
6,12,14,7,901,55,1017,264,0,0
6,12,18,4,908,64,1049,301,10,1
6,12,28,7,912,173,1230,1074,1,1
6,12,20,6,907,41,1011,266,0,0
6,12,19,5,913,57,1048,301,10,1
6,12,3,3,906,43,1009,266,0,0
6,12,4,4,901,45,1010,266,0,0
6,12,8,1,902,44,1007,266,0,0
6,12,17,3,936,49,1101,209,4,1
6,12,24,3,911,55,1051,301,12,1
6,12,6,6,903,47,1008,266,0,0
6,12,31,3,948,44,1109,209,6,1
6,12,28,7,909,145,1206,944,0,0
6,12,18,4,910,52,1100,264,16,1
6,12,19,5,930,164,1252,1074,39,1
6,12,22,1,909,45,1019,266,0,0
6,12,28,7,904,64,1020,301,0,0
6,12,9,2,938,43,1057,209,0,0
6,12,10,3,911,46,1051,266,32,1
6,12,18,4,909,165,1238,1074,9,1
6,12,28,7,943,44,1044,209,0,0
6,12,5,5,942,45,1046,209,0,0
6,12,8,1,901,47,1006,273,0,0
6,12,1,1,901,167,1212,1074,0,0
6,12,5,5,904,48,1016,266,0,0
6,12,20,6,945,45,1113,209,10,1
6,12,31,3,905,60,1026,301,0,0
6,12,1,1,941,41,1035,209,0,0
6,12,24,3,959,43,1127,209,31,1
6,12,26,5,901,62,1044,301,5,1
6,12,2,2,905,45,1015,266,0,0
6,12,20,6,906,57,1035,301,0,0
6,12,21,7,918,171,1228,1074,4,1
6,12,24,3,908,157,1238,1074,9,1
6,12,1,1,910,44,1008,266,0,0
6,12,21,7,914,58,1027,301,2,1
6,12,27,6,945,169,1325,1074,87,1
6,12,29,1,910,60,1035,301,0,0
6,12,30,2,953,63,1117,301,79,1
6,12,6,6,944,44,1041,209,0,0
6,12,8,1,941,45,1101,209,4,1
6,12,14,7,905,49,1017,266,0,0
6,12,26,5,957,56,1131,209,33,1
6,12,31,3,905,49,1011,266,0,0
6,12,23,2,909,57,1045,301,6,1
6,12,24,3,948,160,1400,1069,64,1
6,12,1,1,925,53,1038,264,1,1
6,12,8,1,902,139,1146,1028,0,0
6,12,25,4,908,347,1233,2446,9,1
6,12,31,3,914,155,1214,944,0,0
6,12,4,4,959,141,1240,1005,148,1
6,12,13,6,959,281,1214,2248,0,0
6,12,23,2,955,306,1306,2248,17,1
6,12,4,4,902,53,1026,264,0,0
6,12,11,4,905,47,1024,266,1,1
6,12,13,6,925,121,1157,944,0,0
6,12,27,6,936,140,1237,944,45,1
6,12,18,4,912,141,1229,944,15,1
6,12,3,3,921,129,1150,944,0,0
6,12,13,6,956,194,1443,1598,14,1
6,12,14,7,909,124,1136,1028,4,1
6,12,31,3,958,188,1435,1598,0,0
6,12,4,4,924,136,1156,944,0,0
6,12,11,4,959,285,1231,2248,0,0
6,12,25,4,956,165,1307,1005,3,1
6,12,22,1,905,320,1153,2446,0,0
6,12,26,5,949,161,1320,1069,24,1
6,12,12,5,921,135,1201,944,0,0
6,12,3,3,948,199,1443,1598,8,1
6,12,23,2,948,150,1256,1069,0,0
6,12,17,3,909,134,1141,1028,4,1
6,12,21,7,956,308,1229,2248,0,0
6,12,22,1,959,163,1304,1005,0,0
6,12,19,5,911,324,1215,2446,1,1
6,12,20,6,922,148,1251,1028,51,1
6,12,20,6,948,158,1324,1069,28,1
6,12,6,6,909,148,1219,1069,22,1
6,12,18,4,958,148,1317,1005,13,1
6,12,26,5,957,323,1300,2248,11,1
6,12,28,7,947,157,1248,1069,0,0
6,12,26,5,901,174,1246,1028,34,1
6,12,28,7,905,146,1151,1028,0,0
6,12,8,1,901,146,1206,1069,1,1
6,12,19,5,909,143,1210,1028,0,0
6,12,21,7,956,193,1432,1598,0,0
6,12,6,6,907,139,1146,1028,2,1
6,12,14,7,956,288,1211,2248,0,0
6,12,17,3,930,133,1202,944,5,1
6,12,27,6,954,333,1305,2248,16,1
6,12,19,5,915,54,1055,264,11,1
6,12,10,3,950,212,1517,1598,42,1
6,12,24,3,915,141,1257,944,44,1
6,12,31,3,906,150,1200,1028,0,0
6,12,5,5,912,147,1204,1069,11,1
6,12,16,2,936,132,1215,944,11,1
6,12,27,6,957,182,1450,1598,3,1
6,12,13,6,915,138,1207,1069,16,1
6,12,20,6,957,146,1244,1005,0,0
6,12,22,1,917,47,1040,264,0,0
6,12,30,2,948,331,1242,2248,0,0
6,12,21,7,910,320,1153,2446,0,0
6,12,28,7,921,54,1037,264,1,1
6,12,4,4,914,149,1159,1028,9,1
6,12,17,3,905,140,1146,1069,4,1
6,12,19,5,957,149,1304,1005,0,0
6,12,16,2,958,319,1239,2248,0,0
6,12,16,2,913,143,1203,1028,9,1
6,12,18,4,918,143,1241,1028,37,1
6,12,21,7,956,151,1246,1005,0,0
6,12,8,1,957,137,1253,944,67,1
6,12,2,2,928,47,1034,264,0,0
6,12,23,2,906,158,1215,1028,3,1
6,12,1,1,929,138,1207,944,0,0
6,12,11,4,948,150,1246,1069,88,1
6,12,11,4,927,143,1222,944,6,1
6,12,16,2,900,44,1016,264,0,0
6,12,18,4,908,331,1228,2446,4,1
6,12,31,3,952,330,1247,2248,0,0
6,12,12,5,957,276,1158,2248,0,0
6,12,15,1,920,127,1151,944,0,0
6,12,9,2,949,207,1512,1598,37,1
6,12,31,3,951,150,1254,1069,1,1
6,12,26,5,903,51,1035,266,7,1
6,12,9,2,924,142,1301,944,43,1
6,12,7,7,948,197,1424,1598,0,0
6,12,12,5,930,138,1218,1028,0,0
6,12,21,7,917,48,1027,264,0,0
6,12,25,4,905,165,1221,1028,9,1
6,12,11,4,914,309,1159,2446,14,1
6,12,21,7,919,150,1222,944,13,1
6,12,30,2,909,151,1210,1028,0,0
6,12,2,2,901,157,1216,1069,11,1
6,12,10,3,954,284,1238,2248,0,0
6,12,19,5,928,253,1317,1521,116,1
6,12,23,2,919,330,1220,2446,9,1
6,12,18,4,955,301,1251,2248,2,1
6,12,10,3,924,130,1222,944,4,1
6,12,2,2,918,366,1254,2446,58,1
6,12,20,6,914,138,1203,944,0,0
6,12,4,4,958,152,1247,1069,99,1
6,12,12,5,902,50,1020,264,0,0
6,12,5,5,924,103,1125,718,29,1
6,12,25,4,920,53,1045,264,1,1
6,12,22,1,918,144,1226,944,16,1
6,12,3,3,958,339,1308,2248,16,1
6,12,23,2,915,144,1220,944,7,1
6,12,29,1,911,155,1217,1028,6,1
6,12,30,2,945,168,1257,1069,1,1
6,12,8,1,903,108,1123,718,6,1
6,12,13,6,908,127,1151,1028,3,1
6,12,20,6,919,50,1053,264,9,1
6,12,6,6,920,140,1206,944,0,0
6,12,26,5,957,150,1301,1005,0,0
6,12,21,7,946,159,1251,1069,0,0
6,12,24,3,955,190,1444,1598,0,0
6,12,14,7,922,124,1149,944,0,0
6,12,24,3,901,325,1212,2446,0,0
6,12,29,1,914,144,1212,944,0,0
6,12,2,2,905,152,1241,1028,39,1
6,12,24,3,911,151,1242,1028,31,1
6,12,3,3,924,134,1156,1028,19,1
6,12,30,2,917,155,1243,944,32,1
6,12,5,5,927,141,1214,1028,0,0
6,12,12,5,950,191,1420,1598,0,0
6,12,27,6,920,54,1053,264,9,1
6,12,18,4,947,150,1303,1069,7,1
6,12,15,1,908,134,1144,1028,3,1
6,12,7,7,923,125,1157,944,0,0
6,12,12,5,915,57,1038,301,264,1
6,12,29,1,917,48,1031,264,0,0
6,12,1,1,956,197,1434,1598,6,1
6,12,12,5,918,145,1206,1069,18,1
6,12,9,2,958,291,1240,2248,0,0
6,12,25,4,958,202,1438,1598,0,0
6,12,24,3,957,299,1249,2248,0,0
6,12,27,6,909,173,1233,1028,21,1
6,12,28,7,958,188,1434,1598,0,0
6,12,20,6,959,194,1508,1598,21,1
6,12,12,5,901,47,1022,266,0,0
6,12,11,4,908,151,1215,1028,16,1
6,12,13,6,959,132,1242,1005,0,0
6,12,3,3,904,138,1144,1069,3,1
6,12,13,6,900,94,1114,718,0,0
6,12,26,5,910,348,1251,2446,27,1
6,12,1,1,906,146,1154,1028,2,1
6,12,26,5,916,56,1056,264,12,1
6,12,19,5,942,142,1255,944,69,1
6,12,22,1,957,195,1442,1598,0,0
6,12,31,3,904,361,1222,2446,0,0
6,12,26,5,911,136,1221,944,7,1
6,12,30,2,959,201,1449,1598,2,1
6,12,10,3,922,135,1237,1028,52,1
6,12,2,2,934,143,1235,944,26,1
6,12,1,1,921,162,1232,1069,49,1
6,12,11,4,951,52,1120,264,96,1
6,12,22,1,948,162,1259,1069,3,1
6,12,7,7,913,130,1147,1028,8,1
7,12,1,1,945,364,1309,2422,35,1
7,12,1,1,923,343,1229,2475,0,0
7,12,1,1,904,374,1241,2586,12,1
6,12,29,1,945,156,1247,1069,0,0
6,12,25,4,912,160,1232,944,18,1
6,12,5,5,920,130,1153,944,0,0
6,12,21,7,909,141,1155,1028,0,0
6,12,28,7,906,380,1246,2446,22,1
6,12,1,1,947,355,1304,2475,0,0
6,12,8,1,946,330,1244,2475,0,0
6,12,12,5,950,308,1221,2475,0,0
6,12,24,3,939,334,1308,2475,9,1
6,12,3,3,949,381,1356,2475,48,1
6,12,6,6,949,344,1254,2475,0,0
6,12,7,7,949,318,1255,2475,0,0
6,12,18,4,945,335,1313,2475,19,1
6,12,10,3,948,310,1254,2475,0,0
6,12,13,6,946,298,1216,2475,0,0
6,12,17,3,950,344,1305,2475,0,0
6,12,23,2,935,322,1234,2475,0,0
6,12,5,5,949,347,1306,2475,0,0
6,12,9,2,947,316,1300,2475,0,0
6,12,22,1,945,319,1229,2475,5,1
6,12,26,5,938,342,1256,2475,0,0
6,12,30,2,940,374,1332,2475,33,1
6,12,31,3,940,358,1304,2475,5,1
6,12,19,5,936,331,1244,2475,0,0
6,12,28,7,934,370,1315,2475,16,1
6,12,4,4,949,353,1309,2475,1,1
6,12,11,4,957,316,1244,2475,7,1
6,12,15,1,953,335,1253,2475,3,1
6,12,16,2,947,341,1253,2475,0,0
6,12,25,4,931,345,1258,2475,0,0
6,12,21,7,935,326,1235,2475,0,0
6,12,14,7,949,314,1233,2475,0,0
6,12,20,6,940,329,1253,2475,0,0
6,12,27,6,933,359,1305,2475,6,1
6,12,29,1,940,370,1311,2475,12,1
7,12,2,2,930,374,1323,2475,23,1
7,12,2,2,908,96,1112,509,0,0
7,12,3,3,904,206,1403,1598,0,0
7,12,5,5,928,356,1252,2475,0,0
7,12,5,5,909,349,1225,2422,9,1
7,12,5,5,913,343,1229,2475,97,1
7,12,4,4,921,194,1409,1598,15,1
7,12,7,7,923,348,1236,2475,0,0
7,12,7,7,900,364,1235,2586,0,0
7,12,7,7,902,324,1200,2422,2,1
7,12,5,5,919,180,1339,1598,9,1
7,12,6,6,903,189,1344,1598,0,0
7,12,8,1,928,337,1232,2475,0,0
7,12,8,1,902,324,1152,2422,2,1
7,12,7,7,912,192,1346,1598,2,1
7,12,7,7,901,134,1149,1069,55,1
7,12,8,1,908,190,1350,1598,0,0
7,12,8,1,903,151,1153,1005,98,1
7,12,9,2,950,318,1249,2475,20,1
7,12,10,3,927,313,1244,2475,0,0
7,12,9,2,958,208,1504,1598,107,1
7,12,10,3,909,206,1430,1598,25,1
7,12,11,4,948,319,1240,2475,18,1
7,12,11,4,913,305,1204,2422,13,1
7,12,11,4,933,303,1216,2446,75,1
7,12,12,5,929,320,1210,2475,0,0
7,12,12,5,903,317,1138,2586,3,1
7,12,12,5,908,319,1153,2422,8,1
7,12,12,5,923,91,1127,760,58,1
7,12,13,6,926,302,1204,2422,26,1
7,12,12,5,908,188,1346,1598,0,0
7,12,13,6,907,187,1400,1598,0,0
7,12,14,7,928,319,1207,2475,0,0
7,12,14,7,909,314,1140,2422,9,1
7,12,14,7,905,190,1340,1598,0,0
7,12,15,1,929,342,1230,2475,0,0
7,12,15,1,921,312,1150,2422,21,1
7,12,15,1,902,184,1329,1598,0,0
7,12,16,2,929,354,1241,2475,0,0
7,12,17,3,929,345,1309,2475,9,1
7,12,17,3,959,348,1316,2586,0,0
7,12,17,3,913,319,1201,2422,13,1
7,12,16,2,904,195,1344,1598,0,0
7,12,17,3,907,185,1337,1598,0,0
7,12,18,4,928,344,1306,2475,6,1
7,12,18,4,916,315,1226,2422,16,1
7,12,18,4,930,187,1431,1623,0,0
7,12,19,5,928,337,1247,2475,0,0
7,12,20,6,905,326,1214,2422,5,1
7,12,21,7,935,190,1403,1598,25,1
7,12,21,7,922,136,1159,944,12,1
7,12,22,1,930,331,1248,2475,0,0
7,12,22,1,959,340,1306,2586,0,0
7,12,22,1,915,184,1141,1182,210,1
7,12,22,1,900,326,1214,2422,0,0
7,12,22,1,955,287,1300,2153,0,0
7,12,22,1,909,193,1403,1598,0,0
7,12,22,1,930,276,1224,1990,1,1
7,12,20,6,916,144,1215,944,6,1
7,12,20,6,913,193,1436,1598,33,1
7,12,21,7,904,615,1446,4983,19,1
7,12,21,7,930,330,1224,2475,0,0
7,12,21,7,943,329,1246,2422,63,1
7,12,21,7,917,191,1348,1623,54,1
7,12,21,7,956,296,1313,2153,1,1
7,12,24,3,902,140,1210,944,2,1
7,12,24,3,904,183,1412,1598,5,1
7,12,25,4,916,89,1113,509,6,1
7,12,25,4,905,191,1354,1598,0,0
7,12,25,4,930,288,1248,1990,1,1
7,12,22,1,900,143,1206,944,0,0
7,12,23,2,936,335,1250,2475,6,1
7,12,23,2,955,293,1309,2153,0,0
7,12,23,2,909,191,1402,1598,0,0
7,12,23,2,924,269,1229,1990,0,0
7,12,24,3,931,330,1305,2475,1,1
7,12,24,3,909,100,1136,509,10,1
7,12,24,3,901,337,1222,2422,1,1
7,12,24,3,931,273,1301,1990,3,1
7,12,19,5,925,181,1402,1598,15,1
7,12,27,6,926,135,1225,944,18,1
7,12,26,5,927,342,1307,2475,2,1
7,12,26,5,957,347,1334,2586,2,1
7,12,26,5,919,333,1237,2422,30,1
7,12,26,5,908,183,1356,1598,0,0
7,12,28,7,932,368,1304,2475,2,1
7,12,28,7,959,389,1402,2586,30,1
7,12,28,7,906,354,1231,2422,11,1
7,12,28,7,955,337,1353,2153,13,1
7,12,28,7,918,184,1340,1598,8,1
7,12,28,7,912,148,1208,944,2,1
7,12,29,1,932,347,1247,2475,2,1
7,12,29,1,957,370,1329,2586,0,0
7,12,29,1,901,147,1200,944,1,1
7,12,27,6,904,343,1237,2422,15,1
7,12,27,6,911,180,1406,1598,0,0
7,12,29,1,955,327,1341,2153,1,1
7,12,29,1,901,192,1346,1598,0,0
7,12,29,1,929,292,1238,1990,0,0
7,12,31,3,908,184,1342,1598,0,0
7,12,31,3,935,371,1312,2475,12,1
7,12,31,3,958,359,1319,2586,0,0
7,12,31,3,902,89,1058,509,0,0
7,12,31,3,900,343,1219,2422,0,0
7,12,3,3,932,366,1258,2475,2,1
7,12,3,3,916,354,1238,2422,28,1
7,12,4,4,926,339,1229,2475,0,0
7,12,4,4,900,369,1239,2586,0,0
7,12,4,4,926,345,1231,2422,31,1
7,12,30,2,934,361,1257,2475,4,1
7,12,30,2,957,353,1318,2586,0,0
7,12,30,2,955,339,1355,2153,15,1
7,12,30,2,902,329,1158,2422,2,1
7,12,30,2,909,190,1347,1598,0,0
7,12,30,2,921,281,1226,1990,0,0
6,12,18,4,958,189,1459,1598,12,1
6,12,22,1,910,151,1222,1028,10,1
7,12,31,3,926,297,1329,1990,29,1
7,12,18,4,910,182,1402,1598,0,0
7,12,18,4,933,321,1241,2446,23,1
7,12,26,5,948,158,1306,1089,192,1
7,12,26,5,907,139,1223,944,0,0
8,12,1,1,931,669,1559,4983,19,1
8,12,2,2,928,671,1603,4983,23,1
8,12,3,3,933,674,1614,4983,34,1
8,12,4,4,924,666,1545,4983,5,1
8,12,5,5,927,664,1554,4983,14,1
8,12,6,6,928,661,1550,4983,10,1
8,12,7,7,929,634,1524,4983,0,0
8,12,11,4,933,635,1540,4983,0,0
8,12,12,5,935,633,1531,4983,0,0
8,12,13,6,929,629,1530,4983,0,0
8,12,15,1,931,634,1520,4983,0,0
8,12,16,2,931,624,1517,4983,0,0
8,12,17,3,930,630,1516,4983,0,0
8,12,18,4,936,630,1553,4983,14,1
8,12,19,5,935,619,1526,4983,0,0
8,12,20,6,944,605,1508,4983,9,1
8,12,21,7,934,607,1459,4983,0,0
8,12,22,1,930,639,1536,4983,0,0
8,12,23,2,931,648,1552,4983,12,1
8,12,24,3,934,669,1627,4983,47,1
8,12,25,4,936,668,1618,4983,39,1
8,12,26,5,934,645,1557,4983,17,1
8,12,27,6,934,668,1619,4983,39,1
8,12,28,7,929,650,1535,4983,0,0
8,12,29,1,930,647,1538,4983,0,0
8,12,30,2,930,647,1544,4983,4,1
8,12,31,3,934,640,1544,4983,4,1
0,12,11,4,900,48,1030,213,57,1
0,12,12,5,925,38,1028,213,80,1
0,12,24,3,918,49,1103,213,63,1
0,12,25,4,902,42,1020,213,4,1
0,12,28,7,900,47,1008,213,0,0
0,12,3,3,925,75,1116,427,148,1
0,12,17,3,955,74,1138,427,200,1
3,12,27,6,954,325,1356,2153,24,1
3,12,26,5,956,301,1340,2153,8,1
3,12,29,1,959,338,1405,2153,33,1
4,12,1,1,942,332,1232,2248,0,0
4,12,1,1,913,343,1219,2475,0,0
4,12,10,3,940,282,1221,2248,0,0
4,12,10,3,919,307,1221,2475,0,0
4,12,11,4,917,323,1219,2475,0,0
4,12,12,5,943,283,1141,2248,0,0
4,12,12,5,914,314,1159,2475,0,0
4,12,25,4,916,350,1239,2475,0,0
4,12,26,5,941,317,1245,2248,10,1
4,12,26,5,914,336,1228,2475,0,0
4,12,27,6,945,335,1250,2248,15,1
4,12,27,6,917,355,1254,2475,9,1
4,12,28,7,957,340,1309,2248,46,1
4,12,28,7,936,369,1305,2475,36,1
3,12,29,1,922,93,1114,541,118,1
4,12,13,6,945,285,1212,2248,0,0
4,12,13,6,920,310,1216,2475,0,0
4,12,14,7,937,290,1147,2248,0,0
4,12,14,7,914,317,1153,2475,0,0
4,12,15,1,940,304,1212,2248,0,0
4,12,15,1,917,326,1209,2475,0,0
4,12,16,2,949,310,1230,2248,4,1
4,12,16,2,918,334,1215,2475,0,0
4,12,17,3,945,312,1227,2248,0,0
4,12,17,3,920,346,1241,2475,0,0
4,12,18,4,943,306,1242,2248,7,1
4,12,18,4,919,328,1239,2475,0,0
4,12,19,5,943,307,1239,2248,4,1
4,12,19,5,921,329,1232,2475,1,1
4,12,30,2,944,334,1247,2248,12,1
4,12,30,2,917,364,1255,2475,10,1
4,12,31,3,925,364,1309,2475,29,1
4,12,2,2,946,320,1231,2248,1,1
4,12,2,2,917,368,1247,2475,2,1
4,12,20,6,918,333,1227,2475,0,0
4,12,21,7,945,306,1211,2248,0,0
4,12,21,7,935,329,1226,2475,15,1
4,12,22,1,954,307,1226,2248,9,1
4,12,22,1,917,315,1203,2475,0,0
4,12,23,2,948,303,1221,2248,3,1
4,12,23,2,919,323,1204,2475,0,0
4,12,24,3,945,312,1252,2248,17,1
4,12,24,3,918,328,1248,2475,3,1
4,12,4,4,945,338,1248,2248,13,1
4,12,4,4,914,360,1242,2475,0,0
4,12,5,5,943,323,1234,2248,0,0
4,12,5,5,922,351,1252,2475,9,1
4,12,6,6,913,337,1212,2475,0,0
4,12,7,7,945,316,1223,2248,0,0
4,12,7,7,946,339,1251,2475,32,1
3,12,24,3,956,288,1330,2153,0,0
3,12,31,3,954,341,1402,2153,30,1
2,12,7,7,926,359,1249,2586,0,0
3,12,22,1,956,283,1302,2153,0,0
4,12,29,1,945,327,1233,2248,0,0
4,12,29,1,915,374,1253,2475,8,1
4,12,3,3,941,334,1233,2248,0,0
4,12,3,3,919,371,1257,2475,12,1
4,12,8,1,947,312,1224,2248,2,1
4,12,8,1,915,335,1233,2475,0,0
4,12,9,2,940,296,1218,2248,0,0
4,12,9,2,914,309,1234,2475,0,0
5,2,2,7,900,368,1230,2475,5,1
5,2,3,1,954,347,1410,2475,159,1
5,2,4,2,900,361,1240,2475,15,1
5,2,7,5,905,352,1229,2475,9,1
5,2,14,5,911,347,1253,2475,34,1
5,2,17,1,918,345,1229,2475,18,1
5,2,12,3,918,332,1223,2475,131,1
5,2,11,2,955,207,1442,1623,232,1
5,2,9,7,923,161,1225,1089,233,1
5,2,28,5,957,161,1306,1089,298,1
5,2,8,6,908,195,1404,1598,123,1
5,2,27,4,903,203,1410,1598,123,1
6,2,8,6,920,47,1027,266,0,0
6,2,9,7,922,46,1036,209,0,0
6,2,22,6,906,43,1015,273,0,0
6,2,11,2,924,48,1031,209,0,0
6,2,6,4,956,49,1110,273,71,1
6,2,7,5,921,46,1024,266,0,0
6,2,9,7,925,44,1033,266,0,0
6,2,15,6,913,44,1026,209,0,0
6,2,16,7,942,45,1105,266,31,1
6,2,11,2,926,44,1033,266,0,0
6,2,16,7,941,215,1249,1521,61,1
6,2,19,3,929,49,1038,266,0,0
6,2,2,7,925,44,1030,209,0,0
6,2,4,2,930,46,1039,266,2,1
6,2,11,2,916,50,1023,273,0,0
6,2,22,6,923,42,1024,266,0,0
6,2,24,1,910,50,1041,273,14,1
6,2,15,6,915,216,1212,1521,10,1
6,2,10,1,954,51,1117,273,76,1
6,2,2,7,923,45,1030,266,0,0
6,2,7,5,928,47,1033,209,0,0
6,2,2,7,914,44,1015,273,0,0
6,2,15,6,907,228,1435,1598,152,1
6,2,21,5,911,193,1402,1598,123,1
6,2,6,4,941,45,1057,209,26,1
6,2,7,5,911,48,1019,273,0,0
6,2,24,1,924,44,1045,266,0,0
6,2,12,3,911,50,1020,273,0,0
6,2,21,5,911,43,1036,209,7,1
