LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
1394,3,None,119500,Single Family - Detached
1687,3,None,149900,Single Family - Detached
2596,4,None,399990,Single Family - Detached
1656,3,Private,345000,Single Family - Detached
1692,3,None,175000,Single Family - Detached
1308,3,None,119450,Single Family - Detached
1379,2,Community,190000,Single Family - Detached
1938,3,Private,365000,Single Family - Detached
2615,5,Both Private & Community,509900,Single Family - Detached
2689,3,Both Private & Community,567500,Single Family - Detached
2555,4,None,399990,Single Family - Detached
1345,2,Community,77087,Single Family - Detached
1555,3,None,199500,Single Family - Detached
1578,3,None,162000,Single Family - Detached
1634,4,None,49000,Single Family - Detached
1229,2,Community,187500,Apartment Style/Flat
1423,3,None,175000,Single Family - Detached
1806,3,Community,278500,Single Family - Detached
1375,3,None,200000,Single Family - Detached
1952,4,None,315000,Single Family - Detached
1168,2,Community,79900,Single Family - Detached
1261,3,None,184999,Single Family - Detached
1428,2,Community,345000,Apartment Style/Flat
1650,4,None,165000,Single Family - Detached
2714,4,None,509900,Single Family - Detached
1092,3,Community,115900,Townhouse
3117,5,Both Private & Community,280000,Single Family - Detached
2855,4,Private,599000,Single Family - Detached
1253,2,None,149900,Single Family - Detached
1518,2,None,259900,Townhouse
1320,3,None,165000,Single Family - Detached
1252,3,None,112000,Single Family - Detached
2267,4,None,250000,Single Family - Detached
2090,3,Community,170000,Single Family - Detached
1753,3,None,125400,Single Family - Detached
1556,3,Private,219900,Single Family - Detached
1505,3,None,228999,Single Family - Detached
1030,3,None,79000,Single Family - Detached
2431,3,None,349900,Single Family - Detached
1130,3,None,129900,Single Family - Detached
2798,4,Private,625000,Single Family - Detached
1254,2,Community,205000,Apartment Style/Flat
2231,4,Private,399900,Single Family - Detached
2183,3,Community,238748,Single Family - Detached
6538,5,Private,1795000,Single Family - Detached
2700,3,Private,699900,Single Family - Detached
1510,3,None,194000,Single Family - Detached
1617,4,Private,229900,Single Family - Detached
2398,4,Community,249990,Single Family - Detached
927,2,None,99500,Single Family - Detached
1681,3,None,190000,Mfg/Mobile Housing
1794,4,Community,249900,Single Family - Detached
2232,4,None,249900,Single Family - Detached
2773,4,Private,429500,Single Family - Detached
870,2,Community,94500,Townhouse
1440,3,Community,134000,Mfg/Mobile Housing
1275,3,Community,119900,Single Family - Detached
1417,3,Community,161000,Single Family - Detached
1632,3,Private,276500,Single Family - Detached
1997,4,None,210000,Single Family - Detached
2185,3,Private,484900,Single Family - Detached
2084,3,Community,215000,Townhouse
2419,4,None,144900,Single Family - Detached
1340,3,None,122900,Single Family - Detached
2251,5,None,145000,Single Family - Detached
1104,3,None,140000,Single Family - Detached
3096,3,None,625000,Single Family - Detached
2429,4,None,197800,Single Family - Detached
2266,4,None,130000,Single Family - Detached
1772,4,None,249900,Single Family - Detached
2344,5,None,299900,Single Family - Detached
1305,3,None,104900,Single Family - Detached
2401,4,None,173900,Single Family - Detached
4082,4,Both Private & Community,442000,Single Family - Detached
699,2,Community,74900,Townhouse
1792,2,Community,209900,Single Family - Detached
2011,4,None,219900,Single Family - Detached
2773,5,Community,279000,Single Family - Detached
1508,3,Private,285000,Single Family - Detached
1926,3,None,250000,Single Family - Detached
1848,4,None,134999,Single Family - Detached
3002,3,None,1250000,Single Family - Detached
3288,4,Private,1150000,Single Family - Detached
743,1,Community,66000,Townhouse
2106,4,Private,169000,Single Family - Detached
1555,4,Community,173999,Single Family - Detached
1409,3,None,195000,Single Family - Detached
2191,2,Private,255000,Single Family - Detached
1743,3,Private,240000,Single Family - Detached
1134,3,None,91000,Mfg/Mobile Housing
2010,4,None,149900,Single Family - Detached
1562,3,Private,359900,Single Family - Detached
2050,3,Private,260000,Single Family - Detached
1655,2,Community,399995,Patio Home
3184,4,Community,920000,Townhouse
921,2,Community,99500,Mfg/Mobile Housing
1972,3,None,179900,Single Family - Detached
2067,5,None,164800,Single Family - Detached
2804,4,None,389900,Single Family - Detached
2291,3,None,199000,Single Family - Detached
2140,4,None,234900,Single Family - Detached
3100,5,Private,369000,Single Family - Detached
2111,4,None,179500,Single Family - Detached
2537,4,Community,257000,Single Family - Detached
1650,3,None,193500,Single Family - Detached
2644,4,Private,265000,Single Family - Detached
986,2,Community,109500,Townhouse
3091,5,Community,289900,Single Family - Detached
3596,6,Private,327000,Single Family - Detached
2038,4,Private,200000,Single Family - Detached
1855,3,None,179800,Single Family - Detached
2609,4,Private,279000,Single Family - Detached
2255,4,Private,249900,Single Family - Detached
1740,2,Community,546000,Townhouse
1554,3,Private,179700,Single Family - Detached
1375,3,Community,159900,Single Family - Detached
1934,3,Private,199900,Single Family - Detached
2581,4,Private,419000,Single Family - Detached
1446,3,None,99900,Single Family - Detached
2695,4,None,173000,Single Family - Detached
2285,5,Private,265000,Single Family - Detached
2059,3,Private,365000,Single Family - Detached
1188,3,None,257000,Single Family - Detached
2018,4,None,260000,Single Family - Detached
3077,4,None,227900,Single Family - Detached
2162,4,Private,169000,Single Family - Detached
1260,3,None,160500,Single Family - Detached
1391,3,Community,155000,Townhouse
3367,4,Private,595000,Single Family - Detached
3750,5,Community,194000,Single Family - Detached
1900,3,None,240000,Single Family - Detached
2293,3,Private,263900,Single Family - Detached
2360,5,Private,154000,Single Family - Detached
1317,3,None,115000,Gemini/Twin Home
1763,2,Community,318000,Patio Home
1273,2,Both Private & Community,249900,Townhouse
1633,4,Private,179900,Single Family - Detached
1876,3,None,152500,Single Family - Detached
1873,3,Private,225000,Single Family - Detached
998,2,Community,37900,Apartment Style/Flat
1015,2,Community,168000,Townhouse
2226,4,Community,339900,Single Family - Detached
1930,3,Community,310000,Single Family - Detached
1294,3,Community,188000,Single Family - Detached
2102,3,Private,259900,Single Family - Detached
1570,3,None,225000,Single Family - Detached
1600,4,None,110000,Single Family - Detached
1332,3,None,110000,Single Family - Detached
1052,3,None,133400,Gemini/Twin Home
1455,3,None,200000,Single Family - Detached
3295,4,None,362900,Single Family - Detached
2950,5,None,239990,Single Family - Detached
1393,3,None,170000,Single Family - Detached
1212,2,Community,160000,Apartment Style/Flat
2411,3,Private,258000,Single Family - Detached
2016,4,None,179899,Single Family - Detached
2362,3,None,274900,Single Family - Detached
1143,3,None,135000,Single Family - Detached
1393,3,Community,156999,Single Family - Detached
1217,2,Community,158000,Townhouse
816,2,Community,106000,Townhouse
1351,3,None,279900,Single Family - Detached
2145,3,Community,329895,Single Family - Detached
6127,6,Private,995000,Single Family - Detached
1160,2,None,94500,Single Family - Detached
1416,3,None,279000,Single Family - Detached
2372,4,None,449000,Single Family - Detached
2417,3,None,187900,Single Family - Detached
2025,3,None,152500,Single Family - Detached
1545,3,Private,280000,Single Family - Detached
2036,3,None,325000,Single Family - Detached
1254,3,None,217500,Single Family - Detached
2397,3,None,375000,Single Family - Detached
3409,6,Private,375000,Single Family - Detached
1872,3,Both Private & Community,217000,Single Family - Detached
2826,4,Private,349999,Single Family - Detached
1610,3,Private,210000,Single Family - Detached
1882,2,Both Private & Community,315000,Townhouse
3353,4,None,579000,Single Family - Detached
3328,4,Private,549000,Single Family - Detached
1676,2,Community,238500,Single Family - Detached
1428,3,Community,162800,Single Family - Detached
2369,3,Community,239900,Single Family - Detached
3126,5,Private,379900,Single Family - Detached
1100,2,None,135000,Mfg/Mobile Housing
2646,4,Private,225000,Single Family - Detached
2132,3,Community,268000,Single Family - Detached
600,1,Community,74900,Townhouse
1537,3,Private,295000,Single Family - Detached
1559,2,Community,239000,Single Family - Detached
1824,3,Private,389000,Single Family - Detached
1266,3,None,121900,Single Family - Detached
1636,2,None,247000,Single Family - Detached
1552,3,Private,144900,Single Family - Detached
831,2,None,19900,Single Family - Detached
2481,4,None,260000,Single Family - Detached
4000,5,Private,535000,Single Family - Detached
1135,2,Community,192000,Townhouse
2422,4,None,199000,Single Family - Detached
1412,3,None,119000,Single Family - Detached
3070,4,Private,789900,Single Family - Detached
4242,5,Community,397900,Single Family - Detached
2169,3,None,255000,Single Family - Detached
1320,3,Community,54900,Townhouse
1040,3,None,145000,Single Family - Detached
3086,5,Private,439000,Single Family - Detached
2160,3,Community,219900,Single Family - Detached
3361,5,Community,319000,Single Family - Detached
1608,2,Community,118500,Townhouse
3547,5,Private,434900,Single Family - Detached
1949,4,Both Private & Community,199000,Single Family - Detached
1533,3,None,194900,Single Family - Detached
1765,3,Community,269000,Single Family - Detached
2242,4,None,479500,Single Family - Detached
2472,4,Private,298000,Single Family - Detached
1674,4,Private,155000,Single Family - Detached
1100,3,None,85000,Single Family - Detached
1570,4,None,173000,Single Family - Detached
1742,3,None,110000,Mfg/Mobile Housing
1390,3,Private,203000,Single Family - Detached
1334,3,Community,155000,Single Family - Detached
2643,5,None,152500,Single Family - Detached
1726,3,Community,149700,Single Family - Detached
1484,2,Community,383495,Apartment Style/Flat
1786,3,Community,269000,Single Family - Detached
1838,3,Community,279000,Single Family - Detached
2542,3,None,269995,Single Family - Detached
3065,5,Private,390000,Single Family - Detached
2939,4,Both Private & Community,348000,Single Family - Detached
3305,5,None,239500,Single Family - Detached
5280,5,Private,520000,Single Family - Detached
1204,3,None,150000,Single Family - Detached
4064,4,Private,895000,Single Family - Detached
2832,3,None,244000,Single Family - Detached
3550,3,Private,529000,Single Family - Detached
3710,4,None,455900,Single Family - Detached
1620,4,None,146800,Single Family - Detached
1837,3,Private,249500,Single Family - Detached
3069,4,Both Private & Community,519900,Single Family - Detached
1734,3,None,149000,Single Family - Detached
1997,3,Private,179900,Single Family - Detached
3833,6,Private,450000,Single Family - Detached
1139,2,None,110000,Single Family - Detached
2328,4,Private,229000,Single Family - Detached
876,2,None,119000,Single Family - Detached
2387,4,Private,330000,Single Family - Detached
1464,3,Private,254000,Single Family - Detached
1464,3,Private,259000,Single Family - Detached
1178,2,None,79900,Single Family - Detached
3182,4,Community,169900,Single Family - Detached
1992,4,None,345000,Single Family - Detached
2471,3,Private,359900,Single Family - Detached
1876,3,Private,170000,Single Family - Detached
1256,2,Community,97000,Townhouse
1937,4,None,239900,Single Family - Detached
1303,2,None,70000,Single Family - Detached
955,2,Community,149900,Apartment Style/Flat
2302,4,Private,174900,Single Family - Detached
2175,4,None,223900,Single Family - Detached
1455,3,None,129900,Single Family - Detached
2437,3,None,245000,Single Family - Detached
1628,2,Community,565000,Apartment Style/Flat
3322,4,Private,719000,Single Family - Detached
1674,3,Community,237500,Single Family - Detached
1636,3,None,398900,Townhouse
2470,4,None,259000,Single Family - Detached
2480,3,Both Private & Community,420000,Single Family - Detached
3885,5,Both Private & Community,849000,Single Family - Detached
1710,4,None,178900,Single Family - Detached
1320,3,None,129000,Single Family - Detached
3653,4,Community,599000,Single Family - Detached
1313,3,None,127900,Single Family - Detached
2739,4,Community,319900,Single Family - Detached
1478,3,None,149900,Single Family - Detached
1983,4,Private,250000,Single Family - Detached
1576,3,None,249000,Single Family - Detached
1283,3,Private,179900,Single Family - Detached
2917,4,Private,417000,Single Family - Detached
1803,2,Community,199000,Single Family - Detached
1200,4,None,99000,Single Family - Detached
1325,3,None,225000,Single Family - Detached
2975,3,Private,559900,Single Family - Detached
1576,2,Community,229000,Townhouse
3927,5,Private,899000,Single Family - Detached
749,2,None,82200,Single Family - Detached
1518,3,Private,154990,Single Family - Detached
850,2,None,199000,Single Family - Detached
5856,7,Community,1295000,Single Family - Detached
1330,3,Community,140000,Patio Home
1200,2,Community,73000,Apartment Style/Flat
644,1,Community,37500,Apartment Style/Flat
3300,4,Private,648000,Single Family - Detached
1640,3,None,189000,Single Family - Detached
1206,3,Community,165000,Townhouse
1650,3,Private,228000,Single Family - Detached
1611,3,Community,212900,Single Family - Detached
3814,4,Private,725000,Single Family - Detached
4379,4,Private,635000,Single Family - Detached
1466,3,None,148500,Single Family - Detached
1228,2,Community,350000,Patio Home
2412,3,Community,275000,Single Family - Detached
2301,3,None,258900,Single Family - Detached
2707,5,Private,549000,Single Family - Detached
1336,3,None,175000,Single Family - Detached
5994,5,Private,1295000,Single Family - Detached
1274,3,None,119000,Single Family - Detached
2521,2,None,670813,Single Family - Detached
2022,5,None,250000,Single Family - Detached
3615,4,Private,399999,Single Family - Detached
1727,3,None,159000,Single Family - Detached
1152,3,None,144900,Single Family - Detached
1819,4,None,125000,Single Family - Detached
1808,2,Community,169000,Single Family - Detached
3082,3,None,795000,Townhouse
1554,3,None,189900,Single Family - Detached
1320,3,None,127900,Single Family - Detached
1492,3,None,163000,Single Family - Detached
2075,4,None,185000,Single Family - Detached
1951,4,None,229900,Single Family - Detached
3592,4,None,229999,Single Family - Detached
2634,5,None,180000,Single Family - Detached
1204,3,None,50000,Mfg/Mobile Housing
2000,3,Community,199900,Single Family - Detached
2291,3,Private,295000,Single Family - Detached
2909,4,None,349000,Single Family - Detached
1818,4,None,229900,Single Family - Detached
2739,5,Private,349900,Single Family - Detached
3111,5,None,295000,Single Family - Detached
2768,4,Private,789000,Single Family - Detached
1719,3,None,114900,Single Family - Detached
1158,2,Community,186900,Single Family - Detached
4997,6,Private,725000,Single Family - Detached
3050,5,Private,369000,Single Family - Detached
1640,4,Private,144999,Single Family - Detached
1620,3,Private,260000,Single Family - Detached
1822,4,None,155000,Single Family - Detached
1489,3,None,159000,Single Family - Detached
3651,3,Private,825000,Single Family - Detached
2244,3,None,237500,Single Family - Detached
1125,3,None,239900,Single Family - Detached
1232,3,None,110000,Mfg/Mobile Housing
1280,3,None,93500,Single Family - Detached
3370,4,None,244900,Single Family - Detached
1852,3,Private,210900,Single Family - Detached
1266,3,Community,122900,Single Family - Detached
2576,4,Private,376000,Single Family - Detached
4369,4,None,785000,Single Family - Detached
3155,5,Private,959900,Single Family - Detached
840,2,None,97500,Single Family - Detached
1465,3,None,112000,Single Family - Detached
1853,3,Private,169500,Single Family - Detached
1286,3,None,191500,Single Family - Detached
2878,4,Private,379900,Single Family - Detached
2700,4,None,300000,Single Family - Detached
1008,3,Community,44900,Townhouse
2648,3,None,275000,Single Family - Detached
720,2,None,68000,Mfg/Mobile Housing
1410,3,None,224000,Single Family - Detached
2000,3,None,379000,Single Family - Detached
2350,3,Private,343999,Single Family - Detached
3716,3,Community,649000,Single Family - Detached
2435,5,Private,219000,Single Family - Detached
1723,3,Community,194900,Single Family - Detached
1370,3,None,85000,Single Family - Detached
3951,3,None,499000,Single Family - Detached
1152,3,None,159900,Mfg/Mobile Housing
1266,3,Community,120000,Single Family - Detached
2835,4,Both Private & Community,669900,Single Family - Detached
2832,4,Private,259000,Single Family - Detached
1647,4,Private,225000,Single Family - Detached
2528,4,None,375000,Single Family - Detached
2849,2,Community,309900,Single Family - Detached
6825,5,Both Private & Community,1999000,Single Family - Detached
1238,3,None,120000,Single Family - Detached
1839,3,Private,230900,Single Family - Detached
1272,2,Community,144000,Townhouse
1573,3,Community,310000,Apartment Style/Flat
1140,3,Private,152000,Single Family - Detached
1398,2,None,168000,Single Family - Detached
932,2,None,88900,Single Family - Detached
4121,4,None,459000,Single Family - Detached
2465,4,Community,245000,Single Family - Detached
1018,2,Community,125000,Apartment Style/Flat
1560,4,None,144500,Single Family - Detached
2233,5,None,229000,Single Family - Detached
1537,4,Private,172900,Single Family - Detached
2171,4,Private,260000,Single Family - Detached
1652,4,Private,219900,Single Family - Detached
1687,3,Private,174900,Single Family - Detached
2921,3,Private,337000,Single Family - Detached
1330,3,Both Private & Community,154900,Single Family - Detached
1630,3,Community,125000,Single Family - Detached
1522,2,Community,125000,Single Family - Detached
1672,3,Community,178000,Single Family - Detached
1693,3,None,137990,Single Family - Detached
1210,2,Community,84500,Townhouse
1475,2,Community,199000,Apartment Style/Flat
1688,3,Private,223900,Single Family - Detached
2180,4,Private,319900,Single Family - Detached
976,2,None,98000,Patio Home
1835,2,Community,344900,Apartment Style/Flat
2659,4,Private,209900,Single Family - Detached
2066,4,Private,289700,Single Family - Detached
2587,3,None,539995,Single Family - Detached
2106,4,Private,275000,Single Family - Detached
1707,3,None,174900,Single Family - Detached
1388,3,None,265000,Single Family - Detached
2089,4,Community,240000,Single Family - Detached
1056,2,None,129900,Gemini/Twin Home
2081,4,None,180000,Single Family - Detached
2419,4,Community,595000,Single Family - Detached
1863,3,None,222000,Single Family - Detached
1683,3,Community,199950,Single Family - Detached
4114,5,Private,486000,Single Family - Detached
792,2,Community,149900,Townhouse
1364,3,None,146900,Townhouse
1748,3,Private,259900,Single Family - Detached
1340,3,None,189900,Single Family - Detached
3886,5,Both Private & Community,598000,Single Family - Detached
2546,4,None,348500,Single Family - Detached
1534,4,None,130000,Single Family - Detached
1430,3,Community,179000,Townhouse
1399,3,Community,265000,Townhouse
1352,3,None,148900,Single Family - Detached
2536,4,Private,559000,Single Family - Detached
1954,2,Community,375000,Townhouse
3031,4,None,575000,Single Family - Detached
1818,3,Community,274500,Patio Home
1062,3,Community,134000,Single Family - Detached
936,2,Community,40000,Apartment Style/Flat
1418,3,None,154500,Single Family - Detached
1322,3,None,159000,Single Family - Detached
1502,3,None,319500,Single Family - Detached
2119,3,Private,415000,Single Family - Detached
1017,2,Community,179900,Single Family - Detached
1961,3,Private,359000,Single Family - Detached
1467,3,None,185000,Single Family - Detached
1954,3,Community,375000,Single Family - Detached
1146,2,None,150000,Single Family - Detached
2032,3,None,169900,Single Family - Detached
2324,4,Private,220000,Single Family - Detached
1499,3,None,173000,Single Family - Detached
1647,3,None,153000,Single Family - Detached
2461,3,None,425000,Single Family - Detached
2039,3,None,269900,Single Family - Detached
1535,3,Private,169000,Single Family - Detached
2305,4,None,209000,Single Family - Detached
1520,3,None,259900,Single Family - Detached
2727,4,None,399000,Single Family - Detached
2050,4,Private,175000,Single Family - Detached
2028,4,Community,275000,Single Family - Detached
1672,3,Private,185000,Single Family - Detached
2971,5,Private,319000,Single Family - Detached
1266,3,Community,199900,Single Family - Detached
1370,3,None,114000,Single Family - Detached
849,2,Community,129900,Apartment Style/Flat
3367,5,None,324400,Single Family - Detached
1730,3,Private,229900,Single Family - Detached
1831,3,None,419000,Single Family - Detached
1784,3,Private,162500,Single Family - Detached
2214,4,None,324900,Single Family - Detached
3385,4,Private,799000,Single Family - Detached
1186,3,Community,158000,Single Family - Detached
2719,4,Private,295000,Single Family - Detached
1792,3,None,42000,Mfg/Mobile Housing
3211,4,Both Private & Community,409000,Single Family - Detached
4294,5,Private,695000,Single Family - Detached
3232,4,Private,749888,Single Family - Detached
3174,4,None,268000,Single Family - Detached
960,2,None,72500,Townhouse
2279,3,None,374900,Single Family - Detached
3065,4,Private,399000,Single Family - Detached
1982,4,None,265000,Single Family - Detached
1772,2,None,103900,Single Family - Detached
4613,3,Both Private & Community,1499000,Single Family - Detached
1809,3,None,235000,Single Family - Detached
3885,6,Both Private & Community,299900,Single Family - Detached
1456,3,Private,223500,Single Family - Detached
1963,3,None,339000,Single Family - Detached
1824,2,Community,187000,Single Family - Detached
1938,3,Community,329500,Patio Home
1380,3,Community,56500,Townhouse
1370,3,None,108999,Single Family - Detached
1832,4,None,189900,Single Family - Detached
2910,4,None,309000,Single Family - Detached
2886,4,Community,199900,Single Family - Detached
1047,2,Community,154000,Townhouse
3542,5,Private,420000,Single Family - Detached
3108,4,Private,599900,Single Family - Detached
1248,2,None,137500,Mfg/Mobile Housing
1977,4,None,214000,Single Family - Detached
1684,3,None,198500,Single Family - Detached
1681,3,Community,410000,Single Family - Detached
1660,3,None,219900,Single Family - Detached
1408,3,Community,141500,Townhouse
1912,3,Private,385000,Single Family - Detached
1454,3,Community,81000,Mfg/Mobile Housing
1672,3,Community,205000,Single Family - Detached
1219,3,None,185000,Single Family - Detached
1706,4,None,144000,Single Family - Detached
2007,4,Private,314900,Single Family - Detached
2969,5,None,274900,Single Family - Detached
1746,2,Community,133900,Gemini/Twin Home
2564,2,Both Private & Community,379000,Single Family - Detached
902,2,Community,36500,Apartment Style/Flat
1260,3,None,78900,Single Family - Detached
1456,2,None,42000,Mfg/Mobile Housing
1238,3,None,126900,Single Family - Detached
3129,4,None,367000,Single Family - Detached
1904,2,Community,263000,Single Family - Detached
716,1,Community,125000,Townhouse
1914,4,None,157000,Single Family - Detached
1334,2,Community,155000,Single Family - Detached
2222,4,None,210000,Single Family - Detached
2934,3,Private,239900,Single Family - Detached
1663,3,Private,335000,Single Family - Detached
3115,4,None,410000,Single Family - Detached
2727,3,Community,525000,Townhouse
3628,4,Private,635000,Single Family - Detached
1116,3,Community,109900,Single Family - Detached
969,2,Private,112000,Single Family - Detached
1805,3,None,269000,Single Family - Detached
1342,2,Community,105000,Townhouse
1116,2,None,210000,Single Family - Detached
1584,3,None,178000,Single Family - Detached
1705,4,Private,185000,Single Family - Detached
3324,5,Private,240000,Single Family - Detached
4444,5,Private,499000,Single Family - Detached
1989,3,Private,329900,Single Family - Detached
1217,3,Private,160500,Single Family - Detached
1106,3,None,157500,Single Family - Detached
1546,3,Private,95000,Single Family - Detached
2651,4,Community,209900,Single Family - Detached
1892,3,Private,344900,Single Family - Detached
1838,4,None,219900,Single Family - Detached
1835,4,None,154900,Single Family - Detached
1410,3,None,207000,Single Family - Detached
1489,3,None,210000,Single Family - Detached
2696,4,Community,619000,Single Family - Detached
5102,5,Both Private & Community,474900,Single Family - Detached
2128,4,Both Private & Community,215000,Single Family - Detached
1568,3,Community,259900,Single Family - Detached
2450,4,Private,379000,Single Family - Detached
909,2,None,89900,Single Family - Detached
3249,3,Private,1200000,Single Family - Detached
1305,3,None,135900,Single Family - Detached
2537,4,Private,349900,Single Family - Detached
1075,2,Community,60000,Townhouse
858,2,None,55000,Single Family - Detached
3401,4,None,224900,Single Family - Detached
1656,4,Community,146000,Townhouse
2214,3,Private,415000,Single Family - Detached
1429,3,Community,134500,Townhouse
1877,4,None,219600,Single Family - Detached
2950,5,None,290000,Single Family - Detached
2295,3,None,164400,Single Family - Detached
1531,3,Community,229000,Townhouse
2085,3,Community,209900,Single Family - Detached
4500,5,Private,1050000,Single Family - Detached
1149,2,Community,199900,Apartment Style/Flat
2178,4,None,159000,Single Family - Detached
1962,4,Private,399900,Single Family - Detached
1658,3,None,174000,Single Family - Detached
2267,4,Private,172500,Single Family - Detached
4500,5,Private,669900,Single Family - Detached
3364,4,None,698000,Single Family - Detached
1462,3,None,140000,Single Family - Detached
833,2,Community,153800,Patio Home
1170,2,Community,84000,Single Family - Detached
2485,3,None,204900,Single Family - Detached
2585,4,Private,460000,Single Family - Detached
3202,4,Private,687700,Single Family - Detached
2191,4,None,145000,Single Family - Detached
2188,4,None,269900,Single Family - Detached
2803,4,Community,269962,Single Family - Detached
2419,3,None,439900,Single Family - Detached
3119,4,None,430000,Single Family - Detached
1880,3,None,259900,Single Family - Detached
1956,4,None,124900,Single Family - Detached
2004,4,Private,268000,Single Family - Detached
2313,4,None,175000,Single Family - Detached
1299,3,None,147000,Single Family - Detached
3115,4,Private,445000,Single Family - Detached
1567,3,Private,189900,Single Family - Detached
1,5,None,349000,Single Family - Detached
2116,3,Community,197000,Single Family - Detached
1348,2,None,132000,Single Family - Detached
1856,4,None,140000,Single Family - Detached
2734,4,None,213990,Single Family - Detached
3200,4,Private,614900,Single Family - Detached
2490,4,Private,325000,Single Family - Detached
2111,4,None,264900,Single Family - Detached
1524,4,None,309900,Single Family - Detached
1807,4,None,145000,Single Family - Detached
2197,3,Private,190000,Single Family - Detached
1911,4,Community,320000,Single Family - Detached
1620,2,Community,147900,Gemini/Twin Home
1226,2,None,144900,Single Family - Detached
5284,4,Both Private & Community,995000,Single Family - Detached
2962,4,None,325000,Single Family - Detached
1502,2,Community,336840,Townhouse
1573,2,Community,270000,Townhouse
9450,6,Private,2250000,Single Family - Detached
1636,3,None,158000,Single Family - Detached
1922,3,None,149900,Single Family - Detached
1207,2,Community,76500,Apartment Style/Flat
2696,5,None,372400,Single Family - Detached
1373,3,Community,79900,Single Family - Detached
2717,4,Community,254990,Single Family - Detached
2717,4,Community,245539,Single Family - Detached
1790,3,None,229900,Single Family - Detached
1068,3,None,90000,Single Family - Detached
1465,4,None,215000,Single Family - Detached
3184,5,Community,254347,Single Family - Detached
2307,4,None,239000,Single Family - Detached
2226,3,Private,184900,Single Family - Detached
1848,4,Private,496000,Single Family - Detached
3089,3,Private,500000,Single Family - Detached
2407,4,Private,329000,Single Family - Detached
2054,4,None,450000,Single Family - Detached
1560,3,Private,199950,Single Family - Detached
2054,4,None,450000,Single Family - Detached
3564,5,None,365000,Single Family - Detached
1714,3,Private,155000,Single Family - Detached
1186,3,None,159900,Single Family - Detached
675,1,Community,96000,Apartment Style/Flat
1662,3,None,199000,Single Family - Detached
2061,3,Community,229900,Single Family - Detached
1925,4,Private,260000,Single Family - Detached
1829,2,Community,395639,Townhouse
2492,4,None,368767,Townhouse
2049,3,None,145000,Single Family - Detached
1789,3,Private,261000,Single Family - Detached
3078,5,None,200000,Single Family - Detached
4855,5,Both Private & Community,1699000,Single Family - Detached
1304,3,None,174900,Single Family - Detached
1628,4,None,238900,Single Family - Detached
2356,4,Both Private & Community,349900,Single Family - Detached
1288,4,Private,135000,Single Family - Detached
2439,5,None,161900,Single Family - Detached
3837,3,Private,959000,Single Family - Detached
2361,4,None,295000,Single Family - Detached
1667,2,Community,169900,Single Family - Detached
2188,3,None,253000,Single Family - Detached
5325,5,Private,1699000,Single Family - Detached
1635,3,None,129900,Single Family - Detached
2257,4,Private,264900,Single Family - Detached
2259,3,None,438000,Single Family - Detached
1202,3,Private,134900,Single Family - Detached
1245,3,None,115000,Single Family - Detached
2356,3,Community,474900,Single Family - Detached
3243,5,Private,599900,Single Family - Detached
1910,2,Community,269900,Single Family - Detached
1438,3,Private,219876,Single Family - Detached
1225,3,None,162000,Single Family - Detached
4038,4,Private,1359000,Single Family - Detached
1264,3,None,136000,Single Family - Detached
8023,6,Private,3250000,Single Family - Detached
2205,5,None,220000,Single Family - Detached
1600,3,Private,169900,Single Family - Detached
2048,3,None,264900,Single Family - Detached
3670,4,Community,749900,Single Family - Detached
2296,4,None,220000,Single Family - Detached
1289,3,None,187990,Single Family - Detached
1971,3,Private,329000,Single Family - Detached
1250,3,Community,219000,Single Family - Detached
2491,4,Private,615000,Single Family - Detached
1874,3,None,129900,Single Family - Detached
2182,4,Private,269900,Single Family - Detached
1796,2,Community,536500,Townhouse
1425,3,Community,208000,Single Family - Detached
3200,4,Private,569900,Single Family - Detached
2003,3,None,259000,Single Family - Detached
1767,4,None,164990,Single Family - Detached
1320,3,Community,137500,Single Family - Detached
4167,4,None,650000,Single Family - Detached
2471,4,None,270000,Single Family - Detached
1371,3,Community,167300,Townhouse
1463,3,None,99029,Single Family - Detached
2445,4,Private,334900,Single Family - Detached
1190,3,None,119000,Single Family - Detached
2960,4,Private,695000,Single Family - Detached
1014,3,None,116000,Single Family - Detached
3008,5,None,399000,Single Family - Detached
2247,4,None,267000,Single Family - Detached
1734,3,Community,168900,Townhouse
1176,3,None,70000,Single Family - Detached
1967,4,None,195000,Single Family - Detached
1498,3,Private,263000,Single Family - Detached
1302,3,None,138900,Single Family - Detached
960,3,None,69900,Single Family - Detached
936,3,None,72000,Single Family - Detached
1101,3,None,179900,Single Family - Detached
2015,2,Community,240000,Single Family - Detached
1260,3,None,85000,Single Family - Detached
1412,3,None,149900,Single Family - Detached
931,2,None,115000,Single Family - Detached
1748,3,Community,184900,Single Family - Detached
2072,4,None,200000,Single Family - Detached
656,1,None,36000,Mfg/Mobile Housing
3423,4,Community,299999,Single Family - Detached
1565,3,None,179000,Single Family - Detached
957,2,Community,60000,Townhouse
3720,4,None,289900,Single Family - Detached
2388,3,None,132000,Single Family - Detached
2840,3,Community,575000,Townhouse
3080,2,Community,1290000,Townhouse
1567,3,None,274900,Single Family - Detached
3400,5,Community,363000,Single Family - Detached
1271,3,Private,120000,Single Family - Detached
1464,3,Private,254500,Single Family - Detached
544,1,Community,55000,Townhouse
1210,3,Community,145000,Townhouse
